Name,Stream,Career_Path,Skills,Internship_Field,Courses_Completed,Industry,Salary_INR,Experience_Years,Current_Level,Previous_Role,Location,Certifications,Employment_Type,Remote_or_Onsite
Matthew Cunningham,Commerce,Financial Analyst,"Excel, Accounting, Power BI",Financial Analyst,IBM Certification,Manufacturing,989917,9,Junior,Intern,Delhi,,Full-Time,Onsite
Kimberly Romero,Commerce,Financial Analyst,"Excel, Accounting, Power BI",Financial Analyst,Udemy,Agriculture,1488317,6,Mid-Level,Junior Associate,Hyderabad,Microsoft,Contract,Hybrid
Keith Smith,Commerce,Financial Analyst,"Excel, Accounting, Power BI",Financial Analyst,LinkedIn Learning,Finance,2032860,1,Intern,Intern,Mumbai,Google Analytics,Internship,Remote
Tina Bauer,Commerce,Financial Analyst,"Excel, Accounting, Power BI",Financial Analyst,Coursera,Marine,1089043,15,Junior,Junior Associate,Delhi,Microsoft,Full-Time,Remote
David Stevenson,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,Coursera,Education,2441390,2,Senior,Junior Associate,Bangalore,,Contract,Hybrid
Robert Watson II,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,NPTEL,Education,415312,10,Junior,Intern,Chennai,,Full-Time,Remote
Jeremy Sparks,Commerce,Accountant,"GST, Taxation, Tally",Accountant,Google Certification,Marine,937545,15,Junior,Trainee,Pune,,Full-Time,Hybrid
Marc Myers,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,Coursera,Education,1969826,3,Mid-Level,Intern,Kochi,CompTIA Security+,Full-Time,Hybrid
Emily Smith,Commerce,Financial Analyst,"Excel, Accounting, Power BI",Financial Analyst,LinkedIn Learning,Construction,1648884,14,Mid-Level,Student,Pune,Microsoft,Full-Time,Hybrid
Anita Phillips,Commerce,Financial Analyst,"Excel, Accounting, Power BI",Financial Analyst,IBM Certification,Agriculture,2401791,1,Junior,Junior Associate,Visakhapatnam,Google Analytics,Contract,Hybrid
Christine Castillo,Commerce,Accountant,"GST, Taxation, Tally",Accountant,Google Certification,Education,832645,9,Senior,Intern,Chennai,AWS,Full-Time,Hybrid
Alejandro Long,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,Skillshare,IT,1255750,15,Mid-Level,Student,Pune,Microsoft,Contract,Remote
Timothy Whitaker,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,Skillshare,Manufacturing,797013,7,Senior,Trainee,Chennai,,Internship,Onsite
Susan Williams,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,Google Certification,Marine,1020772,15,Mid-Level,Student,Kochi,,Contract,Onsite
Cesar Kennedy,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,Udemy,Automobile,2096390,6,Mid-Level,Student,Pune,AWS,Contract,Onsite
Douglas White,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,Coursera,Agriculture,348142,4,Junior,Trainee,Kochi,Google Analytics,Internship,Remote
Erin Gordon,Commerce,Financial Analyst,"Excel, Accounting, Power BI",Financial Analyst,Google Certification,Finance,1074041,0,Intern,Junior Associate,Kochi,Cisco,Full-Time,Hybrid
Joe Bryant,Commerce,Financial Analyst,"Excel, Accounting, Power BI",Financial Analyst,Coursera,Marine,452542,13,Intern,Intern,Mumbai,Cisco,Internship,Hybrid
Morgan Davis,Commerce,Financial Analyst,"Excel, Accounting, Power BI",Financial Analyst,Google Certification,IT,290940,14,Intern,Trainee,Hyderabad,,Contract,Hybrid
Alejandro Lindsey,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,Udemy,Automobile,557641,5,Senior,Junior Associate,Coimbatore,CompTIA Security+,Internship,Remote
Patrick Castillo,Commerce,Accountant,"GST, Taxation, Tally",Accountant,IBM Certification,Marine,2195700,14,Senior,Intern,Coimbatore,,Freelance,Remote
Brian Ford,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,Skillshare,Agriculture,2260966,14,Mid-Level,Intern,Chennai,,Freelance,Hybrid
Gerald Fields,Commerce,Financial Analyst,"Excel, Accounting, Power BI",Financial Analyst,Skillshare,IT,858842,7,Intern,Intern,Hyderabad,Cisco,Contract,Hybrid
Suzanne Gordon,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,IBM Certification,Healthcare,1339194,13,Senior,Junior Associate,Mumbai,AWS,Freelance,Hybrid
Michael Riley,Commerce,Financial Analyst,"Excel, Accounting, Power BI",Financial Analyst,NPTEL,Healthcare,1872614,1,Intern,Student,Mumbai,Cisco,Freelance,Hybrid
Richard Arnold,Commerce,Financial Analyst,"Excel, Accounting, Power BI",Financial Analyst,NPTEL,Agriculture,307315,4,Mid-Level,Student,Visakhapatnam,Cisco,Internship,Onsite
Matthew Brown,Commerce,Accountant,"GST, Taxation, Tally",Accountant,Udemy,Marine,2347618,5,Senior,Junior Associate,Mumbai,Microsoft,Internship,Hybrid
Kimberly Savage,Commerce,Accountant,"GST, Taxation, Tally",Accountant,Google Certification,Education,1576195,3,Intern,Student,Pune,Google Analytics,Freelance,Onsite
Elizabeth Wilkinson,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,Google Certification,Healthcare,2399640,0,Mid-Level,Trainee,Mumbai,CompTIA Security+,Full-Time,Remote
Amy Gregory,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,Google Certification,Healthcare,2416461,9,Junior,Intern,Delhi,Google Analytics,Freelance,Remote
Heather Scott,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,Coursera,Agriculture,1925045,15,Intern,Student,Hyderabad,Google Analytics,Full-Time,Hybrid
Brian English,Commerce,Accountant,"GST, Taxation, Tally",Accountant,IBM Certification,Manufacturing,2054078,14,Junior,Junior Associate,Visakhapatnam,Microsoft,Internship,Remote
Edward Brock,Commerce,Financial Analyst,"Excel, Accounting, Power BI",Financial Analyst,NPTEL,Construction,558246,4,Junior,Student,Hyderabad,Cisco,Freelance,Hybrid
Jamie Vasquez,Commerce,Accountant,"GST, Taxation, Tally",Accountant,Udemy,Media,2249057,1,Mid-Level,Junior Associate,Delhi,Google Analytics,Internship,Hybrid
Stephanie Moran,Commerce,Accountant,"GST, Taxation, Tally",Accountant,Google Certification,Marine,2055412,1,Junior,Student,Coimbatore,CompTIA Security+,Contract,Remote
Krystal Banks,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,Coursera,Media,1545019,2,Intern,Student,Coimbatore,Microsoft,Internship,Hybrid
David Stanley,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,Coursera,Agriculture,924326,13,Junior,Junior Associate,Delhi,CompTIA Security+,Freelance,Hybrid
Daniel Garcia,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,IBM Certification,Healthcare,2112241,2,Senior,Student,Bangalore,,Internship,Hybrid
Savannah Stone DVM,Commerce,Financial Analyst,"Excel, Accounting, Power BI",Financial Analyst,Google Certification,IT,903329,5,Junior,Trainee,Visakhapatnam,Google Analytics,Full-Time,Remote
Todd Flores,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,LinkedIn Learning,Healthcare,2271640,10,Junior,Student,Hyderabad,,Internship,Onsite
Tina Townsend,Commerce,Financial Analyst,"Excel, Accounting, Power BI",Financial Analyst,Skillshare,Media,2018096,10,Mid-Level,Intern,Pune,,Freelance,Hybrid
Joseph Lowe,Commerce,Financial Analyst,"Excel, Accounting, Power BI",Financial Analyst,Udemy,Construction,658451,15,Junior,Student,Bangalore,Cisco,Contract,Onsite
Stephanie Chan,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,Coursera,Construction,1065103,10,Intern,Trainee,Chennai,Google Analytics,Contract,Remote
Catherine Price,Commerce,Financial Analyst,"Excel, Accounting, Power BI",Financial Analyst,Google Certification,Media,673403,10,Mid-Level,Student,Coimbatore,Microsoft,Freelance,Remote
Michael Davidson,Commerce,Accountant,"GST, Taxation, Tally",Accountant,IBM Certification,Marine,1440412,7,Mid-Level,Trainee,Hyderabad,CompTIA Security+,Full-Time,Onsite
Amanda Wagner,Commerce,Financial Analyst,"Excel, Accounting, Power BI",Financial Analyst,LinkedIn Learning,Media,1926827,1,Mid-Level,Intern,Chennai,CompTIA Security+,Full-Time,Remote
Chelsey Adams,Commerce,Accountant,"GST, Taxation, Tally",Accountant,IBM Certification,Healthcare,1512447,7,Intern,Trainee,Kochi,Microsoft,Contract,Remote
Darrell Robinson,Commerce,Accountant,"GST, Taxation, Tally",Accountant,Udemy,Finance,2369837,1,Senior,Junior Associate,Coimbatore,Cisco,Full-Time,Onsite
David Mathis,Commerce,Accountant,"GST, Taxation, Tally",Accountant,IBM Certification,Marine,1892347,10,Intern,Student,Hyderabad,AWS,Freelance,Hybrid
Jennifer Hall,Commerce,Accountant,"GST, Taxation, Tally",Accountant,IBM Certification,Media,449378,9,Intern,Student,Hyderabad,AWS,Freelance,Remote
Malik Rice,Commerce,Accountant,"GST, Taxation, Tally",Accountant,Google Certification,Agriculture,983839,10,Junior,Trainee,Chennai,Cisco,Freelance,Remote
Felicia Escobar,Commerce,Accountant,"GST, Taxation, Tally",Accountant,Udemy,Manufacturing,1891559,10,Mid-Level,Trainee,Pune,AWS,Contract,Remote
Cynthia Hernandez,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,IBM Certification,Healthcare,1935482,14,Mid-Level,Student,Chennai,Microsoft,Full-Time,Onsite
Andrea Mitchell,Commerce,Accountant,"GST, Taxation, Tally",Accountant,Udemy,Healthcare,1880185,1,Senior,Junior Associate,Mumbai,CompTIA Security+,Freelance,Remote
Julie Torres,Commerce,Accountant,"GST, Taxation, Tally",Accountant,NPTEL,Finance,1064898,7,Intern,Junior Associate,Chennai,Google Analytics,Contract,Remote
Kaitlyn Trujillo,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,Skillshare,Manufacturing,1354264,14,Senior,Trainee,Delhi,Cisco,Freelance,Remote
Joseph Gilbert,Commerce,Accountant,"GST, Taxation, Tally",Accountant,Udemy,Construction,1406782,4,Intern,Trainee,Pune,,Contract,Hybrid
Anna Mccall,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,Coursera,Automobile,426865,13,Senior,Student,Pune,AWS,Freelance,Onsite
Joshua Mercado,Commerce,Accountant,"GST, Taxation, Tally",Accountant,Coursera,Healthcare,394396,11,Senior,Intern,Chennai,Cisco,Freelance,Remote
Roger Greene,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,LinkedIn Learning,IT,1460698,15,Senior,Junior Associate,Visakhapatnam,,Freelance,Hybrid
Kenneth Murray,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,IBM Certification,Agriculture,1950840,8,Intern,Trainee,Bangalore,Cisco,Internship,Hybrid
Alicia Perkins,Commerce,Accountant,"GST, Taxation, Tally",Accountant,Skillshare,Manufacturing,1227322,11,Senior,Trainee,Delhi,Cisco,Freelance,Onsite
Paul Hurley,Commerce,Accountant,"GST, Taxation, Tally",Accountant,Coursera,Marine,1137917,10,Intern,Junior Associate,Chennai,CompTIA Security+,Freelance,Onsite
Paul Collins,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,Google Certification,IT,783436,10,Senior,Intern,Kochi,Microsoft,Freelance,Hybrid
Lisa Daniels,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,Google Certification,Healthcare,2232184,5,Intern,Trainee,Bangalore,CompTIA Security+,Contract,Hybrid
Spencer Carrillo,Commerce,Financial Analyst,"Excel, Accounting, Power BI",Financial Analyst,Udemy,Manufacturing,661626,12,Mid-Level,Student,Kochi,Microsoft,Full-Time,Onsite
Charles Smith,Commerce,Accountant,"GST, Taxation, Tally",Accountant,Coursera,Construction,2108822,7,Mid-Level,Intern,Chennai,Cisco,Freelance,Hybrid
Jack Berger,Commerce,Financial Analyst,"Excel, Accounting, Power BI",Financial Analyst,NPTEL,Construction,1257675,2,Mid-Level,Intern,Bangalore,Cisco,Full-Time,Onsite
Kenneth Watson,Commerce,Accountant,"GST, Taxation, Tally",Accountant,Skillshare,Agriculture,2300327,2,Senior,Intern,Chennai,Google Analytics,Internship,Hybrid
Kelli Baker,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,NPTEL,Manufacturing,1683460,5,Intern,Trainee,Visakhapatnam,AWS,Freelance,Hybrid
Michael Jenkins,Commerce,Accountant,"GST, Taxation, Tally",Accountant,Skillshare,Automobile,950621,1,Mid-Level,Trainee,Pune,Google Analytics,Full-Time,Hybrid
Donna Adams,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,Google Certification,Automobile,797579,13,Mid-Level,Junior Associate,Visakhapatnam,Microsoft,Freelance,Onsite
Barbara Miller,Commerce,Investment Banker,"Finance, Market Analysis, Excel",Investment Banker,Udemy,Marine,2158640,10,Senior,Student,Kochi,Cisco,Internship,Onsite
Mark Jacobs,Business Administration,Business Analyst,"Excel, SQL, Communication",Business Analyst,NPTEL,Agriculture,1129161,14,Mid-Level,Junior Associate,Pune,,Freelance,Onsite
Andrew Smith,Business Administration,Business Analyst,"Excel, SQL, Communication",Business Analyst,IBM Certification,Finance,2114761,3,Mid-Level,Trainee,Chennai,Microsoft,Contract,Onsite
Sheila Zhang,Business Administration,Operations Manager,"Leadership, Operations, Analytics",Operations Manager,IBM Certification,Automobile,2087969,6,Senior,Trainee,Hyderabad,Cisco,Internship,Onsite
Brian Johnson,Business Administration,Business Analyst,"Excel, SQL, Communication",Business Analyst,NPTEL,Education,2465224,11,Intern,Junior Associate,Coimbatore,Google Analytics,Contract,Onsite
Sharon Lawson,Business Administration,HR Executive,"Recruitment, Communication, Management",HR Executive,NPTEL,Education,1580595,2,Junior,Intern,Bangalore,,Internship,Hybrid
Heather Smith,Business Administration,Business Analyst,"Excel, SQL, Communication",Business Analyst,Skillshare,Construction,1678124,5,Senior,Trainee,Chennai,CompTIA Security+,Freelance,Onsite
Brenda Johnson,Business Administration,Operations Manager,"Leadership, Operations, Analytics",Operations Manager,Skillshare,Agriculture,2314581,4,Senior,Junior Associate,Hyderabad,AWS,Freelance,Onsite
Sharon Kerr,Business Administration,Operations Manager,"Leadership, Operations, Analytics",Operations Manager,Coursera,Marine,1571719,14,Mid-Level,Trainee,Bangalore,Google Analytics,Freelance,Remote
Vincent Anderson,Business Administration,HR Executive,"Recruitment, Communication, Management",HR Executive,Udemy,Agriculture,491950,1,Junior,Intern,Delhi,Microsoft,Freelance,Remote
Matthew Myers,Business Administration,Business Analyst,"Excel, SQL, Communication",Business Analyst,IBM Certification,Finance,1433088,1,Senior,Student,Delhi,,Full-Time,Onsite
Heather Jones,Business Administration,Operations Manager,"Leadership, Operations, Analytics",Operations Manager,Google Certification,Construction,2318009,10,Mid-Level,Junior Associate,Hyderabad,AWS,Contract,Hybrid
Dustin Cruz,Business Administration,Operations Manager,"Leadership, Operations, Analytics",Operations Manager,Udemy,Agriculture,1061345,10,Mid-Level,Intern,Mumbai,Google Analytics,Internship,Remote
Karen Moore,Business Administration,Business Analyst,"Excel, SQL, Communication",Business Analyst,Google Certification,Marine,707741,11,Intern,Junior Associate,Delhi,AWS,Internship,Hybrid
Mr. Frank Garcia,Business Administration,Operations Manager,"Leadership, Operations, Analytics",Operations Manager,Skillshare,Construction,951271,0,Senior,Trainee,Visakhapatnam,,Full-Time,Onsite
Debra Adams,Business Administration,Operations Manager,"Leadership, Operations, Analytics",Operations Manager,Google Certification,Healthcare,798900,0,Mid-Level,Junior Associate,Pune,CompTIA Security+,Internship,Remote
Brenda Reynolds,Business Administration,Operations Manager,"Leadership, Operations, Analytics",Operations Manager,Coursera,Agriculture,2055642,4,Intern,Intern,Coimbatore,,Internship,Remote
Aaron Robinson,Business Administration,Business Analyst,"Excel, SQL, Communication",Business Analyst,Coursera,Manufacturing,1094298,13,Intern,Student,Pune,CompTIA Security+,Full-Time,Hybrid
Jay Wallace,Business Administration,Operations Manager,"Leadership, Operations, Analytics",Operations Manager,Skillshare,Agriculture,748829,12,Intern,Student,Coimbatore,AWS,Internship,Remote
John Burch,Business Administration,HR Executive,"Recruitment, Communication, Management",HR Executive,IBM Certification,Finance,1431197,4,Senior,Trainee,Mumbai,CompTIA Security+,Contract,Remote
Lynn Meyer,Business Administration,Business Analyst,"Excel, SQL, Communication",Business Analyst,Udemy,Agriculture,708323,5,Mid-Level,Student,Kochi,AWS,Contract,Onsite
Richard Collier,Business Administration,HR Executive,"Recruitment, Communication, Management",HR Executive,NPTEL,Automobile,2153691,2,Junior,Intern,Coimbatore,Cisco,Freelance,Remote
Michael Gomez,Business Administration,Business Analyst,"Excel, SQL, Communication",Business Analyst,LinkedIn Learning,Automobile,2441051,13,Senior,Student,Delhi,,Full-Time,Remote
Charles Jackson,Business Administration,Operations Manager,"Leadership, Operations, Analytics",Operations Manager,IBM Certification,Agriculture,342442,7,Senior,Student,Pune,AWS,Full-Time,Hybrid
Emily Harrington,Business Administration,HR Executive,"Recruitment, Communication, Management",HR Executive,Google Certification,Education,1880350,14,Senior,Intern,Delhi,Microsoft,Freelance,Hybrid
Stephanie Boyer,Business Administration,Business Analyst,"Excel, SQL, Communication",Business Analyst,LinkedIn Learning,Finance,1964266,14,Senior,Student,Hyderabad,AWS,Freelance,Onsite
Kayla Baker,Business Administration,Business Analyst,"Excel, SQL, Communication",Business Analyst,Coursera,Healthcare,1951504,7,Mid-Level,Trainee,Hyderabad,CompTIA Security+,Full-Time,Onsite
Chelsea Sanchez,Business Administration,HR Executive,"Recruitment, Communication, Management",HR Executive,LinkedIn Learning,Finance,2134006,2,Mid-Level,Junior Associate,Chennai,Google Analytics,Freelance,Remote
Tiffany Hamilton,Business Administration,Operations Manager,"Leadership, Operations, Analytics",Operations Manager,NPTEL,Healthcare,1380530,5,Intern,Trainee,Bangalore,CompTIA Security+,Full-Time,Onsite
Robert Miller,Business Administration,Operations Manager,"Leadership, Operations, Analytics",Operations Manager,Skillshare,Agriculture,722662,2,Junior,Intern,Visakhapatnam,CompTIA Security+,Freelance,Remote
Kirsten Armstrong,Business Administration,Business Analyst,"Excel, SQL, Communication",Business Analyst,LinkedIn Learning,Healthcare,1948508,3,Intern,Student,Mumbai,CompTIA Security+,Internship,Onsite
Eric Nelson,Business Administration,HR Executive,"Recruitment, Communication, Management",HR Executive,Skillshare,Healthcare,279871,0,Mid-Level,Junior Associate,Mumbai,Cisco,Full-Time,Remote
Kyle Boyd,Business Administration,Business Analyst,"Excel, SQL, Communication",Business Analyst,Skillshare,Education,559690,0,Junior,Junior Associate,Chennai,Cisco,Full-Time,Hybrid
James Jones,Business Administration,Operations Manager,"Leadership, Operations, Analytics",Operations Manager,LinkedIn Learning,Construction,2029489,13,Junior,Intern,Kochi,CompTIA Security+,Full-Time,Onsite
Andrew Townsend,Business Administration,Business Analyst,"Excel, SQL, Communication",Business Analyst,Google Certification,Manufacturing,414823,10,Senior,Junior Associate,Kochi,CompTIA Security+,Internship,Remote
Erica Fowler,Business Administration,HR Executive,"Recruitment, Communication, Management",HR Executive,LinkedIn Learning,Manufacturing,391178,10,Senior,Trainee,Kochi,,Freelance,Hybrid
